id,script,inflection,comment,type,suppress
12895,please join the rear 9 coaches of this train,e,,,
12896,please join the rear 10 coaches of this train,e,,,
12897,please join the rear 11 coaches of this train,e,,,
12898,please join the rear 12 coaches of this train,e,,,
12899,please join the rear coach only of this train,e,,,
12900,please join the rear,m,,,
12901,coaches of this train,e,,,
12902,coaches only of this train,e,,,
12903,mega train accommodation can be found at the,m,,,
12904,front,m,,,
12905,middle,m,,,
12906,rear,m,,,
12907,of the train,e,,,
12908,mega train accommodation can be found at the front of the train,e,,,
12909,mega train accommodation can be found in the middle of the train,e,,,
12910,mega train accommodation can be found at the middle of the train,e,,,
12911,mega train accommodation can be found at the rear of the train,e,,,
12912,there are 2 trains at this platform,m,,,
12913,please ensure that you join the correct train,e,,,
12914,please note that a faster service is available to,m,,,
12916,if youre travelling to,m,,,
12917,this station,m,,,
12918,these stations,m,,,
12919,please wait on the concourse,m,,,
12920,please wait on the platform,m,,,
12921,and listen for further announcements,e,,,
12922,first class accommodation is available,m,,,
12923,and can be found in the middle of the train,e,,,
12924,and can be found in the rear of the train,e,,,
12926,and can be found in the front and middle of the train,e,,,
12928,and can be found in the front and rear of the train,e,,,
12930,and can be found in the middle of the train,e,,,
12932,and can be found in the middle and rear of the train,e,,,
12934,and can be found in the rear of the train,e,,,
12935,and the front of the train,e,,,
12936,and the middle of the train,e,,,
12937,and the rear of the train,e,,,
12939,and can be found in the front of this train,e,,,
12941,and can be found in the middle of this train,e,,,
12943,and can be found in the rear of this train,e,,,
12945,and can be found in the front and middle of this train,e,,,
12947,and can be found in the front and rear of this train,e,,,
12949,and can be found in the middle of this train,e,,,
12951,and can be found in the middle and rear of this train,e,,,
12953,and can be found in the rear of this train,e,,,
12954,and the front of this train,e,,,
12955,and the middle of this train,e,,,
12956,and the rear of this train,e,,,
12957,cycles are not allowed on this train,e,,,
12958,cycles are not permitted on this train,e,,,
12959,cycles are not allowed on the train,e,,,
12960,cycles are not permitted on the train,e,,,
12961,please make sure that you join the correct train,m,,,
12962,please make sure you join the correct train,e,,,
12963,if youre traveling to this station please wait on the concourse,m,,,
12964,and listen for further announcements,e,,,
12965,if youre traveling to this station please wait on the platform,m,,,
12966,if youre traveling to this station please wait on the concourse,m,,,
12967,if youre traveling to this station please remain on the concourse,m,,,
12969,if youre traveling to this station please remain on the platform,m,,,
12971,if youre traveling to these stations please wait on the concourse,m,,,
12973,if youre traveling to these stations please wait on the platform,m,,,
12975,if youre traveling to these stations please remain on the concourse,m,,,
12977,if youre traveling to these stations please remain on the platform,m,,,
12979,if youre traveling in first class accommodation,m,,,
12980,you must ensure that you have a valid first class ticket,e,,,
12981,im sorry for the late running of this train,m,,,
12982,which has been caused by,m,,,
12983,and transferred to a,m,,,
12984,and can be found in the front of the train,e,,,
12995,coach only,m,,,
12996,coaches only,m,,,
13000,KMP,e,,station,
13001,Kempton Park Racecourse,e,,station,
13002,Glynde Gap,e,,station,
13003,Airport,e,,station,
13004,Callerton Parkway,e,,station,
13005,Bank Foot,e,,station,
13006,Kingston Park,e,,station,
13007,Fawdon,e,,station,
13008,Wansbeck Road,e,,station,
13009,Regent Centre,e,,station,
13010,South Gosforth,e,,station,
13011,Ilford Road,e,,station,
13012,West Jesmond,e,,station,
13013,Jesmond,e,,station,
13014,Monument,e,,station,
13015,Central Station,e,,station,
13016,Gateshead Stadium,e,,station,
13017,Felling,e,,station,
13018,Pelaw,e,,station,
13019,Hebburn,e,,station,
13020,Jarrow,e,,station,
13021,Bede,e,,station,
13022,Tyne Dock,e,,station,
13023,South Shields,e,,station,
13024,Longbenton,e,,station,
13025,Four Lane Ends,e,,station,
13026,BNO,e,,station,
13027,Palmersville,e,,station,
13028,Shiremoor,e,,station,
13029,West Monkseaton,e,,station,
13030,Monkseaton,e,,station,
13031,Whitley Bay,e,,station,
13032,Cullercoats,e,,station,
13033,Tynemouth,e,,station,
13034,North Shields,e,,station,
13035,Meadow Well,e,,station,
13036,Percy Main,e,,station,
13037,Howdon,e,,station,
13038,Hadrian Road,e,,station,
13039,Wallsend,e,,station,
13040,Walkergate,e,,station,
13041,Chillingham Road,e,,station,
13042,Byker,e,,station,
13043,St James,e,,station,
13044,Fellgate,e,,station,
13045,Stadium of Light,e,,station,
13046,St Peters,e,,station,
13047,Park Lane,e,,station,
13048,Millfield,e,,station,
13049,Pallion,e,,station,
13050,South Hylton,e,,station,
13051,AMD,e,,station,
13052,Ampress Works,e,,station,
13053,Ampress,e,,station,
13054,BDZ,e,,station,
13055,BCJ,e,,station,
13056,Channel Islands,e,,station,
13057,CHC - Glasgow,e,,station,
13058,Cherbourg,e,,station,
13059,Dagenham East,e,,station,
13060,Dearne,e,not sure,station,
13061,DBR,e,,station,
13062,Earls Court,e,,station,
13063,HYM - Edinburgh Haymarket,e,,station,
13064,Galley Hill,e,,station,
13065,Gosport Metro,e,,station,
13066,Halterworth,e,,station,
13067,MHR - Harborough,e,,station,
13068,Harmans Cross,e,Swanage Railway,station,
13069,Harwich,e,,station,
13070,HOP,e,,station,
13071,HPE,e,,station,
13072,HSE,e,,station,
13073,Le Havre,e,,station,
13074,LNF,e,,station,
13075,MUF,e,,station,
13076,Marchwood,e,,station,
13077,Merrow,e,,station,
13078,Normandy,e,,station,
13079,Penffordd,e,,station,
13080,"ROT,Rotterdam CS",e,,station,
13081,Ryde IoW,e,,station,
13082,Sandown Park Racecourse,e,,station,
13083,SKK - by bus,e,,station,
13084,silverlink county,e,,toc,
13085,SNT - Thornton Cheshire,e,,station,
13086,GLT - Thornton Fife,e,,station,
13087,WHH,e,,station,
13088,HNF,e,pronounced as hendersford,station,
13089,Rother Valley Parkway,e,,station,
13090,Rother Valley Parkway Sheffield,e,,station,
13091,Rother Valley Parkway for Sheffield,e,,station,
13092,Worcester Parkway,e,,station,
13094,CFR,e,,station,
13097,GRH,e,alison mckay,station,Y
13098,Brinsford,e,,station,
13100,St Pancras Thameslink,e,,station,
13101,Kings Cross St Pancras Thameslink,e,,station,
13102,STP - St Pancras International,e,,station,
13103,STP - St Pancras Midland Mainline,e,,station,
13104,Kings Cross St Pancras International,e,,station,
13105,HHY (old),e,,station,
13106,CNN,e,,station,
13107,DLJ,e,,station,
13108,HGG,e,,station,
13109,HOX,e,,station,
13110,Shoreditch,e,,station,
13111,ZLW,e,,station,
13112,SDE,e,,station,
13113,this station,e,,,
13114,northbound services,e,,,
13115,southbound services,e,,,
13116,eastbound services,e,,,
13117,westbound services,e,,,
13118,london-bound services,e,,,
13151,Newcastle Airport,e,,station,
13153,Newcastle City Centre,e,,station,
13155,Newcastle St James,e,,station,
13160,Pelaw,e,,station,
13197,Barking,e,,station,
13253,ABD,e,,station,
13254,AAP,e,,station,
13255,ALM,e,,station,
13256,ARB,e,,station,
13257,ARL,e,,station,
13258,AWM,e,,station,
13259,AUD,e,,station,
13260,BDK,e,,station,
13261,BAY,e,,station,
13262,BWK,e,,station,
13263,BIW,e,,station,
13264,BIS,e,,station,
13265,BOP,e,,station,
13266,BDQ,e,,station,
13267,BPK,e,,station,
13268,BXB,e,,station,
13269,CBG,e,,station,
13270,CHN,e,,station,
13271,CWH,e,,station,
13272,CUF,e,,station,
13273,DAR,e,,station,
13274,DON,e,,station,
13275,DOW,e,,station,
13276,DYP,e,,station,
13277,DUN,e,,station,
13278,DEE,e,,station,
13279,DHM,e,,station,
13280,EDB,e,,station,
13281,ESM,e,,station,
13282,ELY,e,,station,
13283,ENC,e,,station,
13284,EXR,e,,station,
13285,FPK,e,,station,
13286,FXN,e,,station,
13287,GLC,e,,station,
13288,GDH,e,,station,
13289,GPK,e,,station,
13290,GRA,e,,station,
13291,GRC,e,,station,
13292,HDW,e,,station,
13293,HWN,e,,station,
13294,HGY,e,,station,
13295,HGT,e,,station,
13296,HAT,e,,station,
13297,HYM,e,,station,
13298,HFN,e,,station,
13299,"NWE,NWP",e,,station,
13300,HIT,e,,station,
13301,HRN,e,,station,
13302,HRS,e,,station,
13303,HUS,e,,station,
13304,HUN,e,,station,
13305,INK,e,,station,
13306,Kings Cross,e,,station,
13307,KLN,e,,station,
13308,KDY,e,,station,
13309,KBW,e,,station,
13310,LDS,e,,station,
13311,LET,e,,station,
13312,LET - Letchworth,e,,station,
13313,LEU,e,,station,
13314,LTP,e,,station,
13315,Liverpool Street,e,,station,
13316,HHY,e,,station,
13317,KGX,e,,station,
13318,LST,e,,station,
13319,MEL,e,,station,
13320,MTS,e,,station,
13321,MOG,e,,station,
13322,MPT,e,,station,
13323,MTH,e,,station,
13324,NBA,e,,station,
13325,NSG,e,,station,
13326,NNG,e,,station,
13327,NCL,e,,station,
13328,NWE,e,,station,
13329,NTR,e,,station,
13330,OKL,e,,station,
13331,OLD,e,,station,
13332,PAL,e,,station,
13333,PBO,e,,station,
13334,PBR,e,,station,
13335,RET,e,,station,
13336,RYS,e,,station,
13337,Sandringham Norwich Gates,e,,station,
13338,Sandringham Visitor Centre,e,,station,
13339,Sandringham,e,,station,
13340,SDY,e,,station,
13341,SAW,e,,station,
13342,SED,e,,station,
13343,STH,e,,station,
13344,SKI,e,,station,
13345,SNO,e,,station,
13346,SSD,e,,station,
13347,SST,e,,station,
13348,SVG,e,,station,
13349,STN,e,,station,
13350,TOM,e,,station,
13351,WKF,e,,station,
13352,WBC,e,,station,
13353,WTG,e,,station,
13354,WAS,e,,station,
13355,WMG,e,,station,
13356,WGC,e,,station,
13357,WLW,e,,station,
13358,WLF - Whittlesford,e,,station,
13359,WIH,e,,station,
13360,YRK,e,,station,
13361,LMR,e,,station,
13362,Willenhall,e,,station,
13363,Aldridge,e,,station,
13364,Streetly,e,,station,
13460,Tower Hill,e,,station,
13462,Turnham Green,e,,station,
13465,Upminster,e,,station,
13484,WEH (old),e,,station,
13501,Dagenham,e,,station,
13502,Kensington High Street,e,,station,
13527,Corsham,e,,station,
13603,Wapping,e,,station,
13604,Rotherhithe,e,,station,
13605,Canada Water,e,,station,
13606,Surrey Quays,e,,station,
13607,New Cross,e,,station,
13608,New Cross Gate,e,,station,
13609,Surrey Canal Road,e,,station,
13610,Queens Road Peckham,e,,station,
13611,Peckham Rye,e,,station,
13612,Denmark Hill,e,,station,
13613,Loughborough Junction,e,,station,
13614,Brixton,e,,station,
13615,Clapham High Street,e,,station,
13616,Cody Road,e,,station,
13617,WEH,e,,station,
13618,Abbey Road,e,,station,
13619,Stratford Market,e,,station,
13620,Stratford,e,,station,
13621,SFA,e,,station,
13622,Langdon Park,e,,station,
13623,Thames Wharf,e,,station,
13624,northern subway,e,,,
13625,southern subway,e,,,
13626,western subway,e,,,
13627,eastern subway,e,,,
13628,central subway,e,,,
13629,the northern subway,e,,,
13630,the southern subway,e,,,
13631,the western subway,e,,,
13632,the eastern subway,e,,,
13633,the central subway,e,,,
13634,ticket barrier,e,,,
13635,ticket barriers,e,,,
13636,station entrance,e,,,
13637,station concourse,e,,,
13638,concourse,e,,,
13639,the ticket barrier,e,,,
13640,the ticket barriers,e,,,
13641,the station entrance,e,,,
13642,the station concourse,e,,,
13643,the concourse,e,,,
13644,ticket hall,e,,,
13645,northern ticket hall,e,,,
13646,southern ticket hall,e,,,
13647,eastern ticket hall,e,,,
13648,western ticket hall,e,,,
13649,the ticket hall,e,,,
13650,the northern ticket hall,e,,,
13651,the southern ticket hall,e,,,
13652,the eastern ticket hall,e,,,
13653,the western ticket hall,e,,,
13654,northern footbridge,e,,,
13655,southern footbridge,e,,,
13656,western footbridge,e,,,
13657,eastern footbridge,e,,,
13658,central footbridge,e,,,
13659,the northern footbridge,e,,,
13660,the southern footbridge,e,,,
13661,the western footbridge,e,,,
13662,the eastern footbridge,e,,,
13663,the central footbridge,e,,,
13664,the olympic village,e,,,
13665,the olympic stadium,e,,,
13666,the olympic games stadium,e,,,
13667,the olympic games arena,e,,,
13668,olympic village,e,,,
13669,olympic stadium,e,,,
13670,olympic games stadium,e,,,
13671,olympic games arena,e,,,
13672,LPY,e,,station,
13673,Liverpool South,e,,station,
13674,Leeds Castle,e,,station,
13675,KSN,e,,station,
13688,CEH,e,,station,
13694,DBG,e,,station,
13698,SPB,e,,station,
