id,script,inflection,comment
6768,NBY,e,
6769,NRC,e,
6770,NTC,e,
6771,NNP,e,
6772,NCM,e,
6773,NSH,e,
6774,OLF,e,
6775,OVR,e,
6776,PAN,e,
6777,PTF,e,
6778,PSN,e,
6785,SAX,m,
6786,SVS,m,
6787,SNF,m,
6788,SLV,m,
6792,SOV,m,
6793,SMN,m,
6795,SKW,m,
6800,STW,m,
6805,SNY,m,
6810,TED,m,
6813,THD,m,
6815,TLS,m,
6816,TRS,m,
6818,TRM,m,
6823,UPH,m,
6825,UPW,m,
6830,WLC,m,
6831,PNY,e,
6832,PEN,e,
6833,PGM,e,
6834,PER,e,
6835,PTB,e,
6836,PSH,e,
6837,PEW,e,
6838,PEW - Road Coach,e,
6839,PYC,e,
6840,PIL,e,
6841,POL,e,
6842,PLT,e,
6843,PPL,e,
6844,PPD,e,
6845,POR,e,
6846,PMA,e,
6847,PRS,e,
6848,PUT,e,
6849,QYD,e,
6850,RAD,e,
6851,RDR,e,
6852,RDA,e,
6853,RHI,e,
6854,RHY,e,
6855,RMD,e,
6856,STS,e,
6857,SND,e,
6858,SAD,e,
6859,SRR,e,
6860,SDF,e,
6861,SML,e,
6862,SVB,e,
6863,STJ,e,
6864,SFR,e,
6865,SHF,e,
6866,SHI,e,
6867,SIP,e,
6868,SHH,e,
6869,STL,e,
6870,SBF,e,
6871,SBV,e,
6872,SGM,e,
6873,SJP,e,
6874,SMT,e,
6875,SMG,e,
6876,SNS,e,
6877,SRD,e,
6878,SHU,e,
6879,SAV,e,
6880,STD,e,
6881,SUG,e,
6882,SNG,e,
6883,SWI - Road Coach,e,
6884,TAC,e,
6885,TAF,e,
6886,TAP,e,
6887,TFC,e,
6888,THA,e,
6889,THE,e,
6890,THO,e,
6891,TLH,e,
6892,TIR,e,
6893,TPN,e,
6894,TDU,e,
6895,TNP,e,
6896,TOP,e,
6897,TRF,e,
6898,TRE,e,
6899,TRH,e,
6900,TRB,e,
6901,TRY,e,
6902,TRD,e,
6903,TWI,e,
6904,TWY,e,
6905,TGS,e,
6906,UMB,e,
6907,UNI,e,
6908,VIR,e,
6909,WAN,e,
6910,WNT,e,
6911,WGV,e,
6912,WRW,e,
6913,WRP,e,
6914,WNG,e,
6915,WEM,e,
6916,WDT,e,
6917,WEA,e,
6918,WNM,e,
6919,WTC,e,
6920,WHT,e,
6921,WTN,e,
6922,WMI,e,
6923,WMC (2),e,
6924,WMC,e,
6925,WNS,e,
6926,WTI,e,
6927,WKM,e,
6928,WOF,e,
6929,WOR,e,
6930,WRE,e,
6931,YAE,e,
6932,YAT,e,
6933,YEO,e,
6934,YVP,e,
6935,YNW,e,
6936,YRT,e,
6937,YSM,e,
6938,YSR,e,
6939,west wales,e,
6940,the south coast,e,
6941,the north,e,
6942,birmingham and the midlands,e,
6943,valley line services,e,
6944,cornwall,e,
6945,scotland,e,
6946,FLN,e,
6947,LOO,e,
6948,LST - Liverpool Street,e,
6949,FST,e,
6950,LST,e,
6951,MYB - Marylebone,e,
6952,CWB,e,
6953,EUS - Euston,e,
6954,FST - Fenchurch Street,e,
6955,SNL,e,
6956,WCP,e,
6957,MOT,e,
6958,WHC,m,
6960,WON (on th'),m,
6962,WON,m,
6966,WEE,m,
6972,WCB,m,
6976,WYQ,m,
6978,WNY,m,
6982,WIC,m,
6983,WCM,m,
6986,WNR,m,
6995,WDB,m,
6996,SOF - Woodham Ferrers,m,
6998,WPL,m,
7000,WRY,m,
7001,all change please all change,w,
7002,all change please all change (2),w,
7003,YVJ,m,
7004,YET,m,
7005,KBX,m,
7006,NUM,m,
7008,HYW,m,
7009,KWB,m,
7010,KNG,m,
7011,MAL,m,
7012,NBT,m,
7013,OXS,m,
7014,SHP,m,
7015,SUU,m,
7016,SYL,m,
7017,TOL,m,
7018,AMB,m,
7019,KTW,m,
7020,MTB,m,
7021,WTS,m,
7022,???,m,
7023,WIL,m,
7024,PLC,m,
7025,will call additionally at hungerford today,e,
7026,passengers for newbury should go to platform,s,
7027,and wait for further announcements,e,
7028,the footbridge exit to guildford park road is closed,w,
7029,please leave the station via the exit on platform,s,
7030,passengers holding seat reservations should note that coach a,s,
7031,will be towards the front of the train,e,
7034,will be towards the front of the train,m,
7035,will be towards the rear of the train,e,
7036,passengers for these stations should change at,"s,m",
7037,do not run,w,
7038,please do not run,w,
7039,passengers holding super saver return tickets are reminded that,s,
7040,(hello celia??) trespassers on the line,m,
7041,(hello celia??) animals on the railway line,m,
7042,(hello celia??) debris blown onto the railway line,m,
7043,(hello celia??) a passenger having been taken ill on this train,m,
7044,(hello celia??) a passenger having been taken ill on a preceding train,m,
7045,(hello celia??) police persuing suspects on the railway line,m,
7046,(hello celia??) the action of vandals,m,
7047,(hello celia??) a fire,m,
7048,(hello celia??) a failure of signalling equipment,m,
7049,(hello celia??) a train failure,m,
7050,(hello celia??) congestion caused by a failed train,m,
7051,(hello celia??) a shortage of serviceable trains,m,
7052,(hello celia??) severe weather conditions,m,
7053,(hello celia??) adverse weather conditions,m,
7054,(hello celia??) an external cause beyond our control,m,
7055,(hello celia??) a road vehicle damaging a level crossing,m,
7056,(hello celia??) a failure of level crossing apparatus,m,
7057,(hello celia??) a points failure,m,
7058,(hello celia??) staff sickness,m,
7059,(hello celia??) a problem on property adjacent to the railway,m,
7060,(hello celia??) emergency services attending an adjacent,m,
7061,(hello celia??) to the railway line,m,
7062,(hello celia??) a lack of suitable carriages,,
7063,(hello celia??) i am sorry to inform you that this service has standing passengers already,s,
7064,(hello celia??) and no seats are available for passengers joining at this station,e,
7065,(hello celia??) please stand behind the yellow line,s,
7066,(hello celia??) until your train comes to a complete halt,e,
7067,(hello celia??) first class accomodation on this train,s,
7068,(hello celia??) can be used by standard class ticket holders,e,
7069,(hello celia??) club class accomodation on this train,s,
7070,(hello celia??) can be used by standard class ticket holders,e,
7071,(hello celia??) i am sorry to inform you,s,
7072,(hello celia??) that there is no first class accomodation on this train today,e,
7073,(hello celia??) i am sorry to inform you,s,
7074,(hello celia??) that there is no club class accomodation on this train today,e,
7075,(hello celia??) first class accomodation on this train,s,
7076,(hello celia??) can be used by standard class ticket holders,e,
7077,(hello celia??) club class accomodation on this train,s,
7078,(hello celia??) can be used by standard class ticket holders,e,
7079,(hello celia??) first class accomodation is situated at the front of the train,w,
7080,(hello celia??) first class accomodation is situated at the rear of the train,w,
7081,(hello celia??) first class accomodation is situated in the middle of the train,w,
7082,(hello celia??) club class accomodation is situated at the front of the train,w,
7083,(hello celia??) club class accomodation is situated at the rear of the train,w,
7084,(hello celia??) club class accomodation is situated in the middle of the train,w,
7085,(hello celia??) first class accomodation is situated in the,s,
7140,trespassers on the line,e,
7141,animals on the railway line,e,
7142,debris blown onto the railway line,e,
7143,a passenger having been taken ill on this train,e,
7144,a passenger having been taken ill on a preceding train,e,
7145,police persuing suspects on the railway line,e,
7146,the action of vandals,e,
7147,a fire,e,
7148,a failure of signalling equipment,e,
7149,a train failure,e,
7150,congestion caused by a failed train,e,
7151,a shortage of serviceable trains,e,
7152,severe weather conditions,e,
7153,adverse weather conditions,e,
7154,an external cause beyond our control,e,
7155,a road vehicle damaging a level crossing,e,
7156,a failure of level crossing apparatus,e,
7157,a points failure,e,
7158,staff sickness,e,
7159,a problem on property adjacent to the railway,e,
7160,emergency services attending an adjacent,e,
7161,to the railway line,e,
7162,a lack of suitable carriages,e,
7315,the next train at platform,s,
7316,is the,m,
7317,1a,m,
7318,1b,m,
7319,1c,m,
7320,1d,m,
7321,2a,m,
7322,2b,m,
7323,2c,m,
7324,2d,m,
7325,3a,m,
7326,3b,m,
7327,3c,m,
7328,3d,m,
7329,4a,m,
7330,4b,m,
7331,4c,m,
7332,4d,m,
7333,5a,m,
7334,5b,m,
7335,5c,m,
7336,5d,m,
7337,6a,m,
7338,6b,m,
7339,6c,m,
7340,6d,m,
7341,7a,m,
7342,7b,m,
7343,7c,m,
7344,7d,m,
7345,8a,m,
7346,8b,m,
7347,8c,m,
7348,8d,m,
7349,9a,m,
7350,9b,m,
7351,9c,m,
7352,9d,m,
7353,10a,m,
7354,10b,m,
7355,10c,m,
7356,10d,m,
7357,11a,m,
7358,11b,m,
7359,11c,m,
7360,11d,m,
7361,12a,m,
7362,12b,m,
7363,12c,m,
7364,12d,m,
7365,first premier accomodation coaches e and f,w,
7366,first accomodation coaches e and f,w,
7367,first accomodation will be located in the blue zone,w,
7368,first accomodation will be located in the gold zone,w,
7369,first accomodation will be located in the purple zone,w,
7370,first accomodation will be located in the orange zone,w,
7371,first accomodation will be located in the front of the train,w,
7372,first accomodation will be located in the rear of the train,w,
7373,first accomodation will be located in the middle of the train,w,
7374,first premier accomodation will be located in the blue zone,w,
7375,first premier accomodation will be located in the gold zone,w,
7376,first premier accomodation will be located in the purple zone,w,
7377,first premier accomodation will be located in the orange zone,w,
7378,first premier accomodation will be located in the front of the train,w,
7379,first premier accomodation will be located in the rear of the train,w,
7380,first premier accomodation will be located in the middle of the train,w,
7381,club class accomodation coaches e and f will be located,s,
7382,standard accomodation coaches e and f will be located,s,
7383,club class accomodation coaches e and f,w,
7384,standard accomodation coaches e and f,w,
7385,first accomodation coaches f and g,w,
7386,first accomodation coach j,w,
7387,refreshments will be provided,w,
7388,refreshments will be provided between,s,
7391,customers holding,s,
7392,customers for the rail air bus service to,s,
7393,customers for the rail link bus service to,s,
7394,customers for the special bus service to,s,
7395,customers for the red funnel service to,s,
7396,the isle of wight,m,
7399,AMR,e,
7400,AND,e,
7401,Applesford,e,
7402,APG,e,
7403,ARD,e,
7404,AGS,e,
7405,ARN,e,
7407,AHD,e,
7408,ANF,e,
7409,ASK,e,
7410,AST,e,
7411,ATH,e,
7412,AYS,e,
7413,BAC,e,
7414,NLS - Backwell,e,
7415,BNV,e,
7416,BNG,e,
7417,BAH,e,
7418,ZBB,e,
7419,BKG,e,
7420,BWS,e,
7421,Barsbury?,e,
7423,BAU,e,
7424,BSO,e,
7425,Battersea,e,
7426,BLB,e,
7427,BCF,e,
7428,BRN,e,
7429,BSL,e,
7430,BEB,e,
7431,Beddington Lane,e,
7432,but you are invited to travel first class at no extra charge,e,
7440,BSJ,e,
7441,BEH,e,
7442,Belfast,e,
7443,BEF,e,
7444,BCS,e,
7445,BID,e,
7446,BDL,e,
7447,BKC,e,
7448,BKN,e,
7449,BKP,e,
7450,Birkenhead,e,
7451,BMO,e,
7452,BSW,e,
7453,BNM,e,
7455,BPT,e,
7456,BHO,e,
7457,BAI,e,
7458,BLT,e,
7459,BLN,e,
7460,BOR,e,
7461,BGS,e,
7462,BNW,e,
7463,BOT,e,
7464,BOC,e,
7465,BBS,e,
7467,BWB,e,
7468,BWG,e,
7469,BYS,e,
7470,BRE,e,
7471,BRO,e,
7472,BDG,e,
7473,BRF,e,
7474,BMD,e,
7475,BDB,e,
7476,BDC,e,
7477,BOM,e,
7478,BSY,e,
7479,BYN,e,
7480,Burnham-on-Sea,e,
7481,BUB,e,
7482,BNC,e,
7483,CNL,e,
7484,CLM,e,
7485,CSY,e,
7486,CRA,e,
7487,CMF,e,
7488,DVY,e,
7489,DUD,e,
7490,ELY - Cambridgeshire,e,
7491,ELY,e,
7492,FLN,e,
7493,FOK,e,
7494,SGB - Galton Bridge,e,
7495,GER,e,
7496,GTN - South Glamorgan,e,
7497,GVH,e,
7498,BKQ,e,
7499,HNW,e,
7500,HTH,e,
7501,HRW - Harrow,e,
7502,Hickley Leicestershire,e,
7503,HWY,e,
7504,HNK,e,
7505,HKN,e,
7506,JOH - Dyfed,e,
7507,KNR,e,
7508,KWG,e,
7509,LVJ,e,
7510,LOB,e,
7511,LGN,e,
7512,MAT,e,
7513,Newark,e,
7514,NWT,e,
7515,PEA,e,
7516,PKG,e,
7517,PES,e,
7518,RDC,e,
7519,ROL,e,
7520,RSB,e,
7521,Rugeley,e,
7522,SAD - Sandwell,e,
7523,SLY,e,
7524,SEN,e,
7525,SGB,e,
7526,Smethwick,e,
7527,SWS,e,
7528,Stoke,e,
7529,SBJ,e,
7530,Stourbridge,e,
7531,SYS,e,
7532,TAL,e,
7533,TAB,e,
7534,THL,e,
7535,TIP,e,
7536,TUT,e,
7537,TYC,e,
7538,WRP,e,
7539,Watford,e,
7540,WLN - Shropshire,e,
7541,WLN,e,
7542,WIL,e,
7543,WSF,e,
7544,ALR,e,
7545,Angel Road,e,
7546,AFS - Middlesex,e,
7547,BYA,e,
7548,BET,e,
7549,BIC,e,
7550,BTR,e,
7551,BRE,e,
7552,BMD,e,
7553,BXB,e,
7554,BCV,e,
7555,BGA,e,
7556,BUC,e,
7557,BUE,e,
7558,BUU,e,
7559,BHK,e,
7560,CBH,e,
7561,CNY,e,
7562,CTH,e,
7563,CFR,e,
7564,CWC,e,
7565,CHM,e,
7566,Chineham,e,
7567,CLA,e,
7568,CLG,e,
7569,CSD - Cobham,e,
7570,CET,e,
7571,COL,e,
7572,CSA,e,
7573,CES,e,
7574,DSM,e,
7575,Dibden Purlieu,e,
7576,DOW,e,
7577,DUL,e,
7578,EDR,e,
7579,EFF,e,
7580,ENL,e,
7581,ENF,e,
7582,EWW,e,
7583,EXM,e,
7584,EXN,e,
7585,Banbridge,e,
7586,FRM,e,
7587,HOR,e,
7588,FEL,e,
7589,FNT,e,
7590,FLE,e,
7591,FRO,e,
7592,GDP,e,
7593,"GIL,GLM",e,
7594,GIL,e,
7595,Gosport,e,
7596,Grazeley,e,
7597,GYM,e,
7598,GNT,e,
7599,HAC,e,
7600,customers for the red jet catamaran service to,s,
7601,customers for the hovertravel service to,s,
7602,customers for the condor ferry service to,s,
7603,customers for the condor catamaran service to,s,
7604,customers for the ferry service to,s,
7605,passengers for the,s,
7606,customers for services to,s,
7607,please cross via the subway to platform,m,
7608,passengers for services to,s,
7609,please cross via the footbridge to platform,m,
7610,please note that smoking is not permitted on any part,s,
7611,please note that smoking is not permitted on platform,s,
7612,please note that smoking is not,s,
7613,permitted on platforms,m,
7614,please cross to platform 2,"w,e",
7615,please extinguish all smoking material immediately,w,
7616,of,m,
7617,stations,e,
7618,of this station,e,
7620,all south west trains services have been suspended,w,
7621,all wightlink services have been suspended,w,
7622,all red funnel services have been suspended,w,
7623,all red jet catamaran services have been suspended,w,
7624,all hovertravel services have been suspended,w,
7625,all anglia railway services have been suspended,w,
7626,there are no london underground services operating today,w,
7627,there are no croydon tramlink services operating today,w,
7628,there are no silverlink services operating today,w,
7629,there are no wightlink services operating today,w,
7630,there are no red funnel services operating today,w,
7631,HAD,e,
7632,HAS,e,
7633,HMC,e,
7634,HMP,e,
7635,HRO,e,
7641,HYH,e,
7643,INT,e,
7644,ISL,e,
7646,LOF,e,
7650,MNG,e,
7651,MNP,e,
7652,MYL,e,
7654,MES,e,
7657,OUN,e,
7658,OUS,e,
7659,PON,e,
7662,PRL,e,
7785,SAX,e,
7786,SVS,e,
7787,SNF,e,
7788,SLV,e,
7792,SOV,e,
7793,SMN,e,
7795,SKW,e,
7800,STW,e,
7805,SNY,e,
7810,TED,e,
7813,THD,e,
7815,TLS,e,
7816,TRS,e,
7818,TRM,e,
7823,UPH,e,
7825,UPW,e,
7830,WLC,e,
7831,platform 1 for the,s,
7832,platform 1a for the,s,
7833,platform 1b for the,s,
7834,platform 1c for the,s,
7835,platform 1d for the,s,
7836,platform 2 for the,s,
7837,platform 2a for the,s,
7838,platform 2b for the,s,
7839,platform 2c for the,s,
7840,platform 2d for the,s,
7841,platform 3 for the,s,
7842,platform 3a for the,s,
7843,platform 3b for the,s,
7844,platform 3c for the,s,
7845,platform 3d for the,s,
7846,platform 4 for the,s,
7847,platform 4a for the,s,
7848,platform 4b for the,s,
7849,platform 4c for the,s,
7850,platform 4d for the,s,
7851,platform 5 for the,s,
7852,platform 5a for the,s,
7853,platform 5b for the,s,
7854,platform 5c for the,s,
7855,platform 5d for the,s,
7856,platform 6 for the,s,
7857,platform 6a for the,s,
7858,platform 6b for the,s,
7859,platform 6c for the,s,
7860,platform 6d for the,s,
7861,platform 7 for the,s,
7862,platform 7a for the,s,
7863,platform 7b for the,s,
7864,platform 7c for the,s,
7865,platform 7d for the,s,
7866,platform 8 for the,s,
7867,platform 8a for the,s,
7868,platform 8b for the,s,
7869,platform 8c for the,s,
7870,platform 8d for the,s,
7871,platform 9 for the,s,
7872,platform 9a for the,s,
7873,platform 9b for the,s,
7874,platform 9c for the,s,
7875,platform 9d for the,s,
7876,platform 10 for the,s,
7877,platform 10a for the,s,
7878,platform 10b for the,s,
7879,platform 10c for the,s,
7880,platform 10d for the,s,
7881,platform 11 for the,s,
7882,platform 11a for the,s,
7883,platform 11b for the,s,
7884,platform 11c for the,s,
7885,platform 11d for the,s,
7886,platform 12 for the,s,
7887,platform 12a for the,s,
7888,platform 12b for the,s,
7889,platform 12c for the,s,
7890,platform 12d for the,s,
7891,the train now approaching platform,s,
7892,the train now standing at platform,s,
7893,originally due to depart from platform,m,
7894,will now depart from platform,m,
7895,originally due to arrive on platform,m,
7896,will now arrive on platform,m,
7899,there are no red jet catamaran services operating today,w,
7900,there are no hovertravel services operating today,w,
7901,there are no anglia railway services operating today,w,
7902,if you require additional information please press the information butt--,s,
7903,#NAME?,e,
7904,sfx - silence,,
7905,please wait whilst we connect you to an operator,w,
7906,please wait whilst we forward you to an operator,w,
7907,if you require additional information,s,
7908,please press the information button a second time,m,
7909,and be connected to an operator,e,
7910,please press the information button again,m,
7911,if you wish to speak to one of our customer services staff,e,
7912,please wait whilst we connect you to one of our customer services staff,w,
7914,press the information button again,m,
7915,if you require additional information,e,
7932,new southern railway,m,
7933,new southern railway service to,m,
7934,new southern railway service from,m,
7935,new southern railway brighton express,m,
7936,new southern railway brighton express service to,m,
7937,new southern railway brighton express service from,m,
7938,southern railway,m,
7939,southern railway service to,m,
